age,gender,country,self_employed,family_history,treatment,work_interfere,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,survey_year,age_group,self_employed_encoded,tech_company_encoded,has_benefits,has_care_options,has_wellness_program,support_score,treatment_encoded
36.0,Male,United States Of America,0,Yes,1,Yes,6-25,1.0,unknown,no,i don't know,No,Yes,Difficult,2017,35-44,0,0,0,0,0,0,1
22.0,Male,United States Of America,0,I don't know,1,Yes,More Than 1000,1.0,unknown,yes,i don't know,I Don'T Know,Yes,Difficult,2017,18-24,0,0,0,1,0,1,1
52.0,Female,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,45-54,1,0,0,0,0,0,1
30.0,Male,United States Of America,0,Yes,0,Maybe,100-500,1.0,unknown,no,no,I Don'T Know,Yes,Somewhat easy,2017,25-34,0,0,0,0,0,0,0
36.0,Female,United States Of America,0,Yes,1,Yes,6-25,1.0,unknown,yes,no,No,Yes,Very easy,2017,35-44,0,0,0,1,0,1,1
38.0,Female,United States Of America,0,Yes,1,Yes,26-100,1.0,unknown,no,no,No,I Don'T Know,Somewhat easy,2017,35-44,0,0,0,0,0,0,1
35.0,Male,Switzerland,0,I don't know,0,Maybe,100-500,0.0,unknown,no,no,No,Yes,Very easy,2017,35-44,0,0,0,0,0,0,0
36.0,Male,India,1,No,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,35-44,1,0,0,0,0,0,1
40.0,Male,United States Of America,0,Yes,1,No,100-500,0.0,unknown,yes,no,No,I Don'T Know,I don't know,2017,35-44,0,0,0,1,0,1,1
35.0,Male,United States Of America,0,Yes,0,Maybe,100-500,1.0,unknown,no,no,I Don'T Know,I Don'T Know,Difficult,2017,35-44,0,0,0,0,0,0,0
23.0,Male,Russia,0,No,0,Maybe,More Than 1000,1.0,unknown,no,no,No,I Don'T Know,Neither easy nor difficult,2017,18-24,0,0,0,0,0,0,0
22.0,Female,United States Of America,0,I don't know,1,Maybe,More Than 1000,1.0,unknown,no,no,I Don'T Know,I Don'T Know,Neither easy nor difficult,2017,18-24,0,0,0,0,0,0,1
34.0,Female,United States Of America,0,Yes,1,Maybe,26-100,1.0,unknown,unknown,i don't know,I Don'T Know,Yes,Very easy,2017,25-34,0,0,0,0,0,0,1
28.0,Male,United States Of America,0,No,1,Yes,100-500,0.0,unknown,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2017,25-34,0,0,0,0,0,0,1
38.0,Male,Bangladesh,0,No,0,Yes,26-100,0.0,unknown,no,no,No,Yes,Neither easy nor difficult,2017,35-44,0,0,0,0,0,0,0
53.0,Male,United States Of America,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,45-54,1,0,0,0,0,0,0
21.0,Male,Germany,0,No,0,Maybe,6-25,1.0,unknown,no,no,No,I Don'T Know,Somewhat easy,2017,18-24,0,0,0,0,0,0,0
35.0,Female,United Kingdom,0,Yes,0,Maybe,More Than 1000,0.0,unknown,no,no,I Don'T Know,I Don'T Know,Neither easy nor difficult,2017,35-44,0,0,0,0,0,0,0
22.0,Male,United Kingdom,0,Yes,0,No,6-25,1.0,unknown,no,no,No,I Don'T Know,Neither easy nor difficult,2017,18-24,0,0,0,0,0,0,0
18.0,Male,United Kingdom,0,Yes,1,Yes,100-500,0.0,unknown,unknown,yes,Yes,Yes,Somewhat difficult,2017,18-24,0,0,0,0,1,1,1
37.0,Female,United States Of America,0,Yes,1,Yes,26-100,0.0,unknown,no,no,No,I Don'T Know,Difficult,2017,35-44,0,0,0,0,0,0,1
25.0,Male,United Kingdom,0,I don't know,1,Maybe,1-5,1.0,unknown,unknown,no,No,I Don'T Know,Difficult,2017,25-34,0,0,0,0,0,0,1
40.0,Male,Canada,0,I don't know,1,No,100-500,1.0,unknown,no,yes,No,I Don'T Know,I don't know,2017,35-44,0,0,0,0,1,1,1
33.0,Male,Israel,0,Yes,0,Yes,6-25,1.0,unknown,no,no,No,Yes,Very easy,2017,25-34,0,0,0,0,0,0,0
66.0,Female,United States Of America,0,Yes,1,No,More Than 1000,0.0,unknown,no,no,I Don'T Know,I Don'T Know,Somewhat difficult,2017,65+,0,0,0,0,0,0,1
31.0,Female,United States Of America,0,Yes,1,Maybe,100-500,0.0,unknown,yes,no,No,I Don'T Know,Somewhat easy,2017,25-34,0,0,0,1,0,1,1
32.0,Male,Canada,0,Yes,1,Maybe,100-500,0.0,unknown,yes,yes,Yes,Yes,Neither easy nor difficult,2017,25-34,0,0,0,1,1,2,1
46.0,Male,United States Of America,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,45-54,1,0,0,0,0,0,1
30.0,Female,United States Of America,0,Yes,1,No,100-500,1.0,unknown,yes,i don't know,No,I Don'T Know,Somewhat difficult,2017,25-34,0,0,0,1,0,1,1
31.0,Male,United States Of America,0,I don't know,1,Maybe,100-500,1.0,unknown,yes,no,No,Yes,Very easy,2017,25-34,0,0,0,1,0,1,1
46.0,Male,Iceland,0,Yes,1,Maybe,100-500,1.0,unknown,unknown,no,No,I Don'T Know,Somewhat easy,2017,45-54,0,0,0,0,0,0,1
29.0,Other,Canada,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,25-34,1,0,0,0,0,0,1
28.0,Female,United States Of America,0,Yes,1,Maybe,More Than 1000,0.0,unknown,no,no,I Don'T Know,I Don'T Know,I don't know,2017,25-34,0,0,0,0,0,0,1
34.0,Female,Japan,0,I don't know,1,No,6-25,0.0,unknown,no,no,No,I Don'T Know,Difficult,2017,25-34,0,0,0,0,0,0,1
25.0,Male,United States Of America,0,I don't know,1,Yes,26-100,1.0,unknown,yes,no,No,No,Difficult,2017,25-34,0,0,0,1,0,1,1
35.0,Male,United States Of America,0,I don't know,1,Maybe,100-500,0.0,unknown,yes,yes,Yes,Yes,Somewhat easy,2017,35-44,0,0,0,1,1,2,1
25.0,Other,Indonesia,1,Yes,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,25-34,1,0,0,0,0,0,0
40.0,Male,United States Of America,0,No,0,Yes,100-500,1.0,unknown,yes,no,I Don'T Know,I Don'T Know,Somewhat easy,2017,35-44,0,0,0,1,0,1,0
32.0,Male,United States Of America,0,I don't know,0,Yes,100-500,0.0,unknown,no,no,I Don'T Know,I Don'T Know,Very easy,2017,25-34,0,0,0,0,0,0,0
39.0,Male,United States Of America,0,Yes,1,No,100-500,0.0,unknown,no,no,I Don'T Know,I Don'T Know,Neither easy nor difficult,2017,35-44,0,0,0,0,0,0,1
33.0,Male,United States Of America,0,Yes,1,Maybe,500-1000,1.0,unknown,yes,i don't know,I Don'T Know,I Don'T Know,I don't know,2017,25-34,0,0,0,1,0,1,1
40.0,Male,United States Of America,0,I don't know,1,No,100-500,1.0,unknown,yes,yes,Yes,Yes,Very easy,2017,35-44,0,0,0,1,1,2,1
42.0,Male,United States Of America,0,I don't know,1,Yes,500-1000,1.0,unknown,no,no,I Don'T Know,Yes,Very easy,2017,35-44,0,0,0,0,0,0,1
32.0,Male,United States Of America,0,Yes,1,No,More Than 1000,0.0,unknown,no,i don't know,I Don'T Know,I Don'T Know,Difficult,2017,25-34,0,0,0,0,0,0,1
27.0,Female,United States Of America,0,I don't know,1,No,More Than 1000,0.0,unknown,yes,no,Yes,No,Somewhat difficult,2017,25-34,0,0,0,1,0,1,1
43.0,Female,United Kingdom,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,35-44,1,0,0,0,0,0,1
30.0,Female,Indonesia,0,I don't know,1,No,6-25,0.0,unknown,unknown,no,No,No,Difficult,2017,25-34,0,0,0,0,0,0,1
39.0,Male,United States Of America,0,Yes,1,Maybe,26-100,0.0,unknown,no,no,No,I Don'T Know,Difficult,2017,35-44,0,0,0,0,0,0,1
42.0,Female,United States Of America,0,Yes,1,No,6-25,1.0,unknown,no,no,I Don'T Know,I Don'T Know,I don't know,2017,35-44,0,0,0,0,0,0,1
37.0,Female,Canada,0,Yes,1,Yes,6-25,1.0,unknown,yes,yes,No,Yes,Somewhat easy,2017,35-44,0,0,0,1,1,2,1
38.0,Female,United States Of America,0,Yes,1,No,500-1000,0.0,unknown,yes,no,I Don'T Know,I Don'T Know,Difficult,2017,35-44,0,0,0,1,0,1,1
47.0,Male,United Kingdom,0,No,0,Maybe,More Than 1000,1.0,unknown,no,i don't know,I Don'T Know,I Don'T Know,Very easy,2017,45-54,0,0,0,0,0,0,0
64.0,Male,United Kingdom,0,No,1,No,500-1000,1.0,unknown,no,yes,Yes,I Don'T Know,Somewhat difficult,2017,55-64,0,0,0,0,1,1,1
28.0,Male,Canada,0,Yes,1,No,100-500,0.0,unknown,yes,no,No,I Don'T Know,Somewhat difficult,2017,25-34,0,0,0,1,0,1,1
45.0,Male,United States Of America,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,45-54,1,0,0,0,0,0,1
37.0,Male,United Kingdom,0,No,0,Maybe,100-500,1.0,unknown,yes,yes,I Don'T Know,Yes,Very easy,2017,35-44,0,0,0,1,1,2,0
30.0,Female,United Kingdom,0,Yes,1,Yes,26-100,1.0,unknown,yes,yes,Yes,I Don'T Know,Very easy,2017,25-34,0,0,0,1,1,2,1
25.0,Male,United Kingdom,0,No,0,Yes,100-500,0.0,unknown,no,no,No,I Don'T Know,Somewhat easy,2017,25-34,0,0,0,0,0,0,0
25.0,Female,United Kingdom,0,Yes,0,Maybe,26-100,1.0,unknown,unknown,no,Yes,Yes,Very easy,2017,25-34,0,0,0,0,0,0,0
54.0,Female,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,45-54,1,0,0,0,0,0,1
61.0,Male,United Kingdom,0,I don't know,1,Yes,500-1000,1.0,unknown,yes,yes,Yes,I Don'T Know,Neither easy nor difficult,2017,55-64,0,0,0,1,1,2,1
26.0,Male,India,0,No,0,Maybe,More Than 1000,1.0,unknown,no,no,No,I Don'T Know,I don't know,2017,25-34,0,0,0,0,0,0,0
44.0,Female,United States Of America,0,Yes,1,No,More Than 1000,0.0,unknown,yes,yes,Yes,I Don'T Know,Neither easy nor difficult,2017,35-44,0,0,0,1,1,2,1
26.0,Male,Portugal,0,I don't know,1,Yes,6-25,1.0,unknown,no,no,No,I Don'T Know,I don't know,2017,25-34,0,0,0,0,0,0,1
26.0,Female,Portugal,0,Yes,1,Yes,26-100,1.0,unknown,no,no,No,I Don'T Know,Somewhat easy,2017,25-34,0,0,0,0,0,0,1
35.0,Female,United States Of America,0,I don't know,1,Yes,6-25,1.0,unknown,no,no,I Don'T Know,Yes,Neither easy nor difficult,2017,35-44,0,0,0,0,0,0,1
45.0,Male,United States Of America,0,No,0,Maybe,26-100,1.0,unknown,yes,no,No,I Don'T Know,Very easy,2017,45-54,0,0,0,1,0,1,0
23.0,Male,United States Of America,0,I don't know,0,Yes,26-100,1.0,unknown,no,no,No,I Don'T Know,Somewhat easy,2017,18-24,0,0,0,0,0,0,0
44.0,Male,United States Of America,0,No,0,Yes,More Than 1000,0.0,unknown,yes,i don't know,I Don'T Know,I Don'T Know,Somewhat easy,2017,35-44,0,0,0,1,0,1,0
38.0,Male,United States Of America,0,I don't know,1,Yes,More Than 1000,0.0,unknown,no,yes,Yes,Yes,Neither easy nor difficult,2017,35-44,0,0,0,0,1,1,1
46.0,Male,United States Of America,0,Yes,1,Yes,500-1000,0.0,unknown,yes,yes,Yes,Yes,Somewhat easy,2017,45-54,0,0,0,1,1,2,1
27.0,Other,United States Of America,0,I don't know,1,Maybe,500-1000,0.0,unknown,no,yes,I Don'T Know,I Don'T Know,Somewhat difficult,2017,25-34,0,0,0,0,1,1,1
39.0,Female,United States Of America,0,Yes,1,Maybe,100-500,0.0,unknown,yes,i don't know,Yes,Yes,Difficult,2017,35-44,0,0,0,1,0,1,1
33.0,Female,United States Of America,0,Yes,1,No,26-100,1.0,unknown,no,no,No,I Don'T Know,I don't know,2017,25-34,0,0,0,0,0,0,1
38.0,Female,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,35-44,1,0,0,0,0,0,1
35.0,Male,United Kingdom,0,No,0,No,26-100,0.0,unknown,unknown,no,No,I Don'T Know,Difficult,2017,35-44,0,0,0,0,0,0,0
32.0,Male,Germany,0,No,1,No,More Than 1000,1.0,unknown,no,no,No,I Don'T Know,Neither easy nor difficult,2017,25-34,0,0,0,0,0,0,1
26.0,Female,United States Of America,0,I don't know,0,No,More Than 1000,1.0,unknown,yes,i don't know,No,I Don'T Know,Somewhat easy,2017,25-34,0,0,0,1,0,1,0
50.0,Male,United States Of America,0,Yes,1,Maybe,100-500,1.0,unknown,yes,no,I Don'T Know,I Don'T Know,Somewhat difficult,2017,45-54,0,0,0,1,0,1,1
31.0,Male,United States Of America,0,Yes,1,Yes,100-500,1.0,unknown,yes,i don't know,I Don'T Know,I Don'T Know,Somewhat easy,2017,25-34,0,0,0,1,0,1,1
46.0,Male,Romania,0,Yes,0,Maybe,More Than 1000,1.0,unknown,no,yes,I Don'T Know,I Don'T Know,Somewhat difficult,2017,45-54,0,0,0,0,1,1,0
30.0,Male,United States Of America,0,Yes,1,No,26-100,1.0,unknown,no,no,No,Yes,Somewhat easy,2017,25-34,0,0,0,0,0,0,1
30.0,Male,United States Of America,0,I don't know,1,Maybe,More Than 1000,1.0,unknown,no,no,I Don'T Know,I Don'T Know,Somewhat difficult,2017,25-34,0,0,0,0,0,0,1
34.0,Male,Germany,0,No,1,Yes,100-500,1.0,unknown,no,no,No,I Don'T Know,Neither easy nor difficult,2017,25-34,0,0,0,0,0,0,1
42.0,Male,United Kingdom,0,No,0,No,More Than 1000,0.0,unknown,yes,yes,Yes,Yes,Difficult,2017,35-44,0,0,0,1,1,2,0
24.0,Female,United States Of America,0,Yes,1,Maybe,More Than 1000,1.0,unknown,yes,yes,Yes,No,Somewhat difficult,2017,18-24,0,0,0,1,1,2,1
30.0,Male,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,25-34,1,0,0,0,0,0,1
23.0,Male,Canada,0,I don't know,0,Maybe,26-100,1.0,unknown,yes,yes,I Don'T Know,I Don'T Know,Somewhat easy,2017,18-24,0,0,0,1,1,2,0
31.0,Female,United States Of America,0,Yes,1,No,100-500,1.0,unknown,yes,no,No,I Don'T Know,Somewhat easy,2017,25-34,0,0,0,1,0,1,1
31.0,Male,Finland,0,I don't know,0,No,26-100,1.0,unknown,no,no,No,I Don'T Know,I don't know,2017,25-34,0,0,0,0,0,0,0
27.0,Female,United States Of America,0,Yes,1,Maybe,100-500,1.0,unknown,yes,no,I Don'T Know,I Don'T Know,Somewhat easy,2017,25-34,0,0,0,1,0,1,1
26.0,Male,Pakistan,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,25-34,1,0,0,0,0,0,0
52.0,Female,United States Of America,0,Yes,0,Maybe,500-1000,0.0,unknown,yes,no,Yes,I Don'T Know,Somewhat difficult,2017,45-54,0,0,0,1,0,1,0
28.0,Male,Portugal,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,25-34,1,0,0,0,0,0,0
37.0,Male,United States Of America,0,I don't know,0,No,1-5,1.0,unknown,no,no,I Don'T Know,I Don'T Know,I don't know,2017,35-44,0,0,0,0,0,0,0
37.0,Male,Canada,0,No,0,Maybe,500-1000,0.0,unknown,unknown,yes,Yes,No,Somewhat easy,2017,35-44,0,0,0,0,1,1,0
38.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,0.0,unknown,yes,no,No,Yes,Very easy,2017,35-44,0,0,0,1,0,1,1
57.0,Female,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,55-64,1,0,0,0,0,0,1
34.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,unknown,yes,i don't know,I Don'T Know,I Don'T Know,Somewhat easy,2017,25-34,0,0,0,1,0,1,1
38.0,Female,Germany,0,Yes,1,No,More Than 1000,1.0,unknown,yes,no,Yes,I Don'T Know,Difficult,2017,35-44,0,0,0,1,0,1,1
30.0,Male,United States Of America,0,I don't know,1,Maybe,26-100,1.0,unknown,no,no,I Don'T Know,Yes,Neither easy nor difficult,2017,25-34,0,0,0,0,0,0,1
52.0,Male,United States Of America,0,No,0,No,More Than 1000,0.0,unknown,yes,yes,I Don'T Know,Yes,Somewhat easy,2017,45-54,0,0,0,1,1,2,0
31.0,Female,United States Of America,1,No,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,25-34,1,0,0,0,0,0,1
29.0,Male,Germany,1,I don't know,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,25-34,1,0,0,0,0,0,0
26.0,Female,United Kingdom,0,Yes,0,No,6-25,1.0,unknown,no,no,No,I Don'T Know,Difficult,2017,25-34,0,0,0,0,0,0,0
29.0,Female,United States Of America,0,I don't know,1,Yes,26-100,0.0,unknown,no,no,No,Yes,Somewhat difficult,2017,25-34,0,0,0,0,0,0,1
44.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,unknown,yes,no,No,Yes,I don't know,2017,35-44,0,0,0,1,0,1,1
18.0,Male,Canada,1,I don't know,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,18-24,1,0,0,0,0,0,0
42.0,Male,Australia,0,Yes,1,Yes,More Than 1000,1.0,unknown,unknown,yes,I Don'T Know,Yes,Very easy,2017,35-44,0,0,0,0,1,1,1
30.0,Male,United States Of America,0,Yes,1,No,6-25,0.0,unknown,yes,no,No,Yes,Somewhat easy,2017,25-34,0,0,0,1,0,1,1
29.0,Male,United States Of America,0,I don't know,1,Yes,100-500,1.0,unknown,no,yes,Yes,I Don'T Know,Very easy,2017,25-34,0,0,0,0,1,1,1
27.0,Female,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,unknown,yes,yes,Yes,I Don'T Know,Neither easy nor difficult,2017,25-34,0,0,0,1,1,2,1
39.0,Male,United States Of America,0,Yes,1,Maybe,More Than 1000,1.0,unknown,yes,yes,Yes,Yes,Somewhat easy,2017,35-44,0,0,0,1,1,2,1
40.0,Female,United States Of America,0,Yes,1,Yes,100-500,1.0,unknown,yes,yes,No,Yes,Very easy,2017,35-44,0,0,0,1,1,2,1
36.0,Female,United States Of America,0,Yes,1,Maybe,More Than 1000,1.0,unknown,yes,yes,Yes,Yes,I don't know,2017,35-44,0,0,0,1,1,2,1
48.0,Female,United States Of America,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,45-54,1,0,0,0,0,0,0
43.0,Male,United States Of America,0,No,0,Yes,More Than 1000,1.0,unknown,yes,yes,Yes,Yes,Somewhat easy,2017,35-44,0,0,0,1,1,2,0
38.0,Male,United States Of America,0,Yes,1,Maybe,100-500,1.0,unknown,yes,i don't know,Yes,Yes,Neither easy nor difficult,2017,35-44,0,0,0,1,0,1,1
42.0,Male,United States Of America,0,I don't know,1,Yes,26-100,1.0,unknown,no,no,No,I Don'T Know,Somewhat easy,2017,35-44,0,0,0,0,0,0,1
46.0,Male,United Kingdom,0,I don't know,1,Maybe,500-1000,1.0,unknown,unknown,yes,Yes,Yes,Neither easy nor difficult,2017,45-54,0,0,0,0,1,1,1
30.0,Male,United States Of America,0,Yes,1,No,More Than 1000,0.0,unknown,yes,no,Yes,Yes,Difficult,2017,25-34,0,0,0,1,0,1,1
25.0,Male,United Kingdom,0,Yes,1,No,6-25,0.0,unknown,yes,no,No,No,Difficult,2017,25-34,0,0,0,1,0,1,1
28.0,Other,Canada,0,Yes,0,Maybe,500-1000,1.0,unknown,yes,yes,Yes,Yes,Very easy,2017,25-34,0,0,0,1,1,2,0
24.0,Female,Germany,0,Yes,1,Maybe,100-500,1.0,unknown,yes,no,No,I Don'T Know,Neither easy nor difficult,2017,18-24,0,0,0,1,0,1,1
26.0,Male,United Kingdom,0,Yes,0,Yes,1-5,1.0,unknown,no,no,No,I Don'T Know,Difficult,2017,25-34,0,0,0,0,0,0,0
43.0,Male,United States Of America,0,Yes,1,Maybe,More Than 1000,1.0,unknown,yes,no,Yes,I Don'T Know,Somewhat easy,2017,35-44,0,0,0,1,0,1,1
25.0,Female,United States Of America,0,I don't know,1,No,More Than 1000,0.0,unknown,yes,no,Yes,I Don'T Know,I don't know,2017,25-34,0,0,0,1,0,1,1
34.0,Male,United States Of America,0,Yes,0,No,More Than 1000,0.0,unknown,no,yes,I Don'T Know,I Don'T Know,I don't know,2017,25-34,0,0,0,0,1,1,0
28.0,Female,United States Of America,0,No,0,No,26-100,1.0,unknown,yes,yes,I Don'T Know,Yes,Very easy,2017,25-34,0,0,0,1,1,2,0
27.0,Male,South Africa,0,I don't know,1,Yes,26-100,1.0,unknown,unknown,no,No,Yes,Somewhat difficult,2017,25-34,0,0,0,0,0,0,1
22.0,Male,India,0,No,0,Maybe,26-100,1.0,unknown,no,yes,Yes,Yes,Somewhat easy,2017,18-24,0,0,0,0,1,1,0
24.0,Female,Romania,0,Yes,0,No,26-100,1.0,unknown,no,no,Yes,Yes,Very easy,2017,18-24,0,0,0,0,0,0,0
33.0,Female,Pakistan,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,25-34,1,0,0,0,0,0,0
41.0,Male,Germany,1,No,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,35-44,1,0,0,0,0,0,1
26.0,Female,United Kingdom,0,I don't know,0,No,26-100,1.0,unknown,unknown,no,I Don'T Know,I Don'T Know,I don't know,2017,25-34,0,0,0,0,0,0,0
39.0,Male,United States Of America,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,35-44,1,0,0,0,0,0,1
24.0,Male,United States Of America,0,No,0,Maybe,1-5,1.0,unknown,no,no,No,I Don'T Know,Somewhat easy,2017,18-24,0,0,0,0,0,0,0
54.0,Male,United States Of America,0,I don't know,1,No,More Than 1000,1.0,unknown,no,no,No,I Don'T Know,I don't know,2017,45-54,0,0,0,0,0,0,1
47.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,0.0,unknown,yes,yes,Yes,I Don'T Know,Somewhat easy,2017,45-54,0,0,0,1,1,2,1
33.0,Male,Sweden,0,No,0,Yes,More Than 1000,1.0,unknown,unknown,no,No,I Don'T Know,Very easy,2017,25-34,0,0,0,0,0,0,0
30.0,Other,United States Of America,0,Yes,1,Yes,100-500,1.0,unknown,yes,no,No,Yes,Somewhat easy,2017,25-34,0,0,0,1,0,1,1
48.0,Male,United States Of America,0,I don't know,1,No,More Than 1000,0.0,unknown,yes,no,I Don'T Know,I Don'T Know,I don't know,2017,45-54,0,0,0,1,0,1,1
35.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,unknown,no,i don't know,Yes,Yes,Somewhat easy,2017,35-44,0,0,0,0,0,0,1
34.0,Male,United States Of America,0,I don't know,0,Yes,26-100,0.0,unknown,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2017,25-34,0,0,0,0,0,0,0
31.0,Male,Serbia,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,25-34,1,0,0,0,0,0,0
25.0,Male,United States Of America,0,Yes,0,Maybe,500-1000,1.0,unknown,yes,no,No,Yes,Somewhat easy,2017,25-34,0,0,0,1,0,1,0
48.0,Male,Spain,0,Yes,1,No,More Than 1000,1.0,unknown,no,no,No,I Don'T Know,Somewhat easy,2017,45-54,0,0,0,0,0,0,1
34.0,Male,United States Of America,0,I don't know,1,Maybe,100-500,0.0,unknown,no,yes,I Don'T Know,I Don'T Know,I don't know,2017,25-34,0,0,0,0,1,1,1
42.0,Male,United States Of America,0,Yes,1,No,100-500,1.0,unknown,yes,no,No,I Don'T Know,Difficult,2017,35-44,0,0,0,1,0,1,1
27.0,Male,United States Of America,0,Yes,1,Maybe,100-500,1.0,unknown,no,no,No,I Don'T Know,Very easy,2017,25-34,0,0,0,0,0,0,1
33.0,Female,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,unknown,yes,no,No,Yes,Somewhat difficult,2017,25-34,0,0,0,1,0,1,1
27.0,Female,United States Of America,0,I don't know,1,Maybe,26-100,1.0,unknown,yes,no,I Don'T Know,I Don'T Know,Very easy,2017,25-34,0,0,0,1,0,1,1
48.0,Male,United States Of America,0,I don't know,0,No,500-1000,1.0,unknown,no,no,No,I Don'T Know,I don't know,2017,45-54,0,0,0,0,0,0,0
32.0,Female,United States Of America,0,I don't know,1,Maybe,More Than 1000,1.0,unknown,yes,no,No,Yes,Somewhat easy,2017,25-34,0,0,0,1,0,1,1
29.0,Male,United States Of America,0,Yes,1,Maybe,100-500,1.0,unknown,no,yes,I Don'T Know,I Don'T Know,Somewhat difficult,2017,25-34,0,0,0,0,1,1,1
36.0,Female,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,35-44,1,0,0,0,0,0,1
29.0,Female,United Kingdom,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,25-34,1,0,0,0,0,0,1
23.0,Female,Canada,0,No,0,Yes,100-500,1.0,unknown,no,no,No,I Don'T Know,Neither easy nor difficult,2017,18-24,0,0,0,0,0,0,0
50.0,Female,United States Of America,0,I don't know,0,Maybe,More Than 1000,0.0,unknown,no,i don't know,Yes,Yes,Somewhat difficult,2017,45-54,0,0,0,0,0,0,0
24.0,Female,Jordan,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,18-24,1,0,0,0,0,0,0
29.0,Female,Hungary,0,No,0,No,6-25,1.0,unknown,no,no,No,I Don'T Know,I don't know,2017,25-34,0,0,0,0,0,0,0
42.0,Female,United States Of America,0,Yes,0,Maybe,More Than 1000,0.0,unknown,no,i don't know,I Don'T Know,I Don'T Know,Very easy,2017,35-44,0,0,0,0,0,0,0
35.0,Male,Australia,1,No,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,35-44,1,0,0,0,0,0,1
22.0,Male,United States Of America,0,I don't know,0,Maybe,100-500,1.0,unknown,no,no,I Don'T Know,I Don'T Know,Very easy,2017,18-24,0,0,0,0,0,0,0
39.0,Female,United States Of America,0,I don't know,1,Yes,500-1000,1.0,unknown,yes,yes,Yes,I Don'T Know,Somewhat easy,2017,35-44,0,0,0,1,1,2,1
29.0,Female,Canada,0,Yes,1,Yes,6-25,1.0,unknown,no,no,No,I Don'T Know,Somewhat difficult,2017,25-34,0,0,0,0,0,0,1
20.0,Male,India,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,18-24,1,0,0,0,0,0,0
36.0,Female,United Kingdom,0,Yes,1,Maybe,1-5,0.0,unknown,unknown,yes,Yes,I Don'T Know,I don't know,2017,35-44,0,0,0,0,1,1,1
